Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Upper Quarterfinals,Ascent,2,36%,64%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Upper Quarterfinals,Bind,2,51%,49%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Upper Quarterfinals,Icebox,1,48%,52%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Upper Quarterfinals,Split,1,28%,72%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 1,All Maps,8,38%,62%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 1,Haven,3,38%,62%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 1,Icebox,2,45%,55%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 1,Ascent,1,35%,65%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 1,Bind,1,43%,57%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 1,Breeze,1,21%,79%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 2,All Maps,9,50%,50%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 2,Haven,3,40%,60%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 2,Ascent,2,57%,43%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 2,Bind,2,59%,41%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 2,Icebox,1,48%,52%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 2,Split,1,47%,53%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 3,All Maps,5,49%,51%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 3,Haven,2,49%,51%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 3,Bind,1,46%,54%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 3,Fracture,1,35%,65%
Champions Tour Philippines Stage 1: Challengers,Open Qualifier,Lower Round 3,Split,1,68%,32%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,All Maps,113,49%,51%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Haven,34,48%,52%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Ascent,26,48%,52%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Icebox,19,49%,51%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Bind,13,53%,47%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Split,9,48%,52%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Breeze,6,53%,47%
Champions Tour Philippines Stage 1: Challengers,All Stages,All Match Types,Fracture,6,52%,48%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,All Maps,10,51%,49%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,Bind,2,42%,58%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,Breeze,2,44%,56%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,Haven,2,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,Icebox,2,63%,37%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,Ascent,1,26%,74%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Semifinals,Fracture,1,68%,32%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Grand Final,All Maps,5,58%,42%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Grand Final,Bind,1,74%,26%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Grand Final,Fracture,1,53%,47%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Grand Final,Haven,1,56%,44%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Grand Final,Icebox,1,63%,38%
Champions Tour Japan Stage 2: Challengers Week 1,Main Event,Grand Final,Split,1,45%,55%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (A),All Maps,8,48%,52%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (A),Bind,2,43%,58%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (A),Haven,2,61%,39%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (A),Icebox,2,61%,39%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (A),Ascent,1,29%,71%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (A),Split,1,33%,67%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (A),All Maps,4,39%,61%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (A),Ascent,1,35%,65%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (A),Bind,1,37%,63%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (A),Breeze,1,33%,67%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (A),Split,1,50%,50%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (A),All Maps,2,45%,55%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (A),Bind,1,50%,50%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (A),Breeze,1,41%,59%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),All Maps,9,55%,45%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),Ascent,2,56%,44%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),Breeze,2,45%,55%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),Fracture,2,63%,37%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),Bind,1,33%,67%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),Haven,1,68%,32%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (B),Split,1,58%,42%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (B),All Maps,5,44%,56%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (B),Split,2,14%,86%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (B),Ascent,1,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (B),Bind,1,67%,33%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (B),Breeze,1,69%,31%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (B),All Maps,2,53%,47%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (B),Bind,1,41%,59%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (B),Breeze,1,67%,33%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),All Maps,9,45%,55%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),Breeze,2,56%,44%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),Fracture,2,55%,45%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),Haven,2,29%,71%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),Ascent,1,22%,78%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),Icebox,1,55%,45%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (C),Split,1,44%,56%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (C),All Maps,5,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (C),Ascent,1,57%,43%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (C),Breeze,1,29%,71%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (C),Haven,1,48%,52%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (C),Icebox,1,72%,28%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (C),Split,1,29%,71%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (C),All Maps,2,58%,43%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (C),Fracture,1,61%,39%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (C),Haven,1,53%,47%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),All Maps,10,52%,49%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),Haven,3,58%,42%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),Bind,2,45%,55%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),Split,2,44%,56%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),Ascent,1,71%,29%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),Breeze,1,56%,44%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (D),Icebox,1,42%,58%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (D),All Maps,4,34%,66%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (D),Ascent,1,29%,71%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (D),Fracture,1,35%,65%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (D),Haven,1,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (D),Icebox,1,21%,79%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (D),All Maps,2,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (D),Split,1,44%,56%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (D),Breeze,1,50%,50%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (E),All Maps,8,51%,49%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (E),Icebox,3,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (E),Split,2,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (E),Ascent,1,32%,68%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (E),Fracture,1,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (E),Haven,1,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (E),All Maps,4,58%,43%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (E),Split,2,60%,40%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (E),Bind,1,62%,38%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (E),Icebox,1,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (E),All Maps,3,65%,35%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (E),Bind,1,79%,21%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (E),Icebox,1,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (E),Split,1,61%,39%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),All Maps,8,62%,38%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),Ascent,3,62%,38%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),Bind,1,85%,15%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),Breeze,1,67%,33%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),Haven,1,67%,33%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),Icebox,1,39%,61%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (F),Split,1,58%,42%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (F),All Maps,4,40%,60%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (F),Ascent,1,53%,47%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (F),Bind,1,39%,61%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (F),Haven,1,46%,54%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (F),Icebox,1,19%,81%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (F),All Maps,2,57%,43%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (F),Split,1,35%,65%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (F),Bind,1,77%,23%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),All Maps,8,59%,41%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),Ascent,2,55%,45%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),Bind,2,56%,44%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),Fracture,1,58%,42%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),Haven,1,65%,35%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),Icebox,1,44%,56%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Quarterfinals (G),Split,1,92%,8%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (G),All Maps,4,36%,64%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (G),Bind,1,35%,65%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (G),Breeze,1,33%,67%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (G),Icebox,1,41%,59%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Semifinals (G),Split,1,33%,67%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (G),All Maps,2,49%,51%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (G),Bind,1,48%,52%
Champions Tour Japan Stage 2: Challengers Week 1,Open Qualifier,Grand Final (G),Icebox,1,50%,50%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,All Maps,120,51%,49%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Bind,21,52%,48%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Split,20,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Icebox,19,50%,50%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Haven,18,55%,45%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Ascent,17,47%,53%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Breeze,15,48%,52%
Champions Tour Japan Stage 2: Challengers Week 1,All Stages,All Match Types,Fracture,10,57%,43%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,All Maps,4,52%,48%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Ascent,1,59%,41%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Haven,1,79%,21%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Icebox,1,44%,56%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Split,1,31%,69%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,All Maps,5,45%,55%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,Ascent,2,43%,57%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,Bind,2,45%,55%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,Haven,1,52%,48%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,All Maps,6,50%,50%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Split,2,40%,60%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Ascent,2,45%,55%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Breeze,1,61%,39%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Haven,1,67%,33%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 2,All Maps,2,67%,33%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 2,Breeze,1,65%,35%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 2,Haven,1,68%,32%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,All Maps,3,44%,56%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,Ascent,1,53%,47%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,Bind,1,29%,71%
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,Haven,1,50%,50%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Final,All Maps,2,63%,37%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Final,Bind,1,83%,17%
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Final,Icebox,1,43%,57%
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,All Maps,3,55%,45%
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,Bind,1,46%,54%
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,Haven,1,58%,42%
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,Split,1,61%,39%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,All Maps,33,51%,49%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Ascent,10,54%,46%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Haven,8,51%,49%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Breeze,6,57%,43%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Split,5,41%,59%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Bind,2,58%,42%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Fracture,1,59%,41%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Icebox,1,19%,81%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,All Maps,29,51%,49%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Ascent,7,54%,46%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Haven,7,57%,43%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Split,5,47%,53%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Bind,4,51%,49%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Breeze,3,47%,53%
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Icebox,3,45%,55%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),All Maps,4,44%,56%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),Ascent,2,42%,58%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),Haven,1,21%,79%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),Icebox,1,69%,31%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),All Maps,5,54%,46%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Ascent,1,45%,55%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Fracture,1,50%,50%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Haven,1,39%,61%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Icebox,1,68%,32%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Split,1,63%,38%
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (C),All Maps,3,41%,59%
