Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,All Maps,Karmine Corp,Eco (won),7,2
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,All Maps,Karmine Corp,$ (won),4,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,All Maps,Karmine Corp,$$ (won),10,2
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,All Maps,Karmine Corp,$$$ (won),12,2
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,KOI,Pistol Won,,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,KOI,Eco (won),3,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,KOI,$ (won),3,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,KOI,$$ (won),8,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,KOI,$$$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,Giants Gaming,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,Giants Gaming,Eco (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,Giants Gaming,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,Giants Gaming,$$ (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,Giants Gaming,$$$ (won),10,9
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,KOI,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,KOI,Eco (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,KOI,$ (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,KOI,$$ (won),12,5
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,KOI,$$$ (won),7,4
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,Giants Gaming,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,Giants Gaming,Eco (won),4,3
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,Giants Gaming,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,Giants Gaming,$$ (won),5,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,Giants Gaming,$$$ (won),15,9
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,KOI,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,KOI,Eco (won),5,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,KOI,$ (won),6,1
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,KOI,$$ (won),20,6
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,KOI,$$$ (won),7,4
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,Giants Gaming,Pistol Won,,3
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,Giants Gaming,Eco (won),6,5
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,Giants Gaming,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,Giants Gaming,$$ (won),7,3
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,All Maps,Giants Gaming,$$$ (won),25,18
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Natus Vincere,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Natus Vincere,Eco (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Natus Vincere,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Natus Vincere,$$ (won),3,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Natus Vincere,$$$ (won),11,8
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Team Heretics,Pistol Won,,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Team Heretics,Eco (won),3,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Team Heretics,$ (won),1,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Team Heretics,$$ (won),6,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Team Heretics,$$$ (won),6,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,$ (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,$$ (won),5,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,$$$ (won),12,6
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Team Heretics,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Team Heretics,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Team Heretics,$ (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Team Heretics,$$ (won),4,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Team Heretics,$$$ (won),13,8
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Natus Vincere,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Natus Vincere,Eco (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Natus Vincere,$ (won),1,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Natus Vincere,$$ (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Natus Vincere,$$$ (won),10,9
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Team Heretics,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Team Heretics,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Team Heretics,$ (won),2,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Team Heretics,$$ (won),5,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Team Heretics,$$$ (won),5,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Natus Vincere,Pistol Won,,4
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Natus Vincere,Eco (won),7,4
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Natus Vincere,$ (won),3,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Natus Vincere,$$ (won),10,6
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Natus Vincere,$$$ (won),33,23
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Team Heretics,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Team Heretics,Eco (won),9,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Team Heretics,$ (won),5,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Team Heretics,$$ (won),15,4
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,All Maps,Team Heretics,$$$ (won),24,10
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,KOI,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,KOI,Eco (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,KOI,$ (won),1,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,KOI,$$ (won),9,5
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,KOI,$$$ (won),10,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,FUT Esports,Pistol Won,,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,FUT Esports,Eco (won),4,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,FUT Esports,$ (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,FUT Esports,$$ (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,FUT Esports,$$$ (won),14,10
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,KOI,Pistol Won,,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,KOI,Eco (won),21,8
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,KOI,$ (won),1,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,KOI,$$ (won),9,5
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,KOI,$$$ (won),10,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,FUT Esports,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,FUT Esports,Eco (won),23,13
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,FUT Esports,$ (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,FUT Esports,$$ (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,All Maps,FUT Esports,$$$ (won),14,10
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,Team Liquid,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,Team Liquid,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,Team Liquid,$ (won),2,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,Team Liquid,$$ (won),6,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,Team Liquid,$$$ (won),8,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,FNATIC,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,FNATIC,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,FNATIC,$ (won),1,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,FNATIC,$$ (won),4,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,FNATIC,$$$ (won),11,9
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,Team Liquid,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,Team Liquid,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,Team Liquid,$ (won),1,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,Team Liquid,$$ (won),10,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,Team Liquid,$$$ (won),5,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,FNATIC,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,FNATIC,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,FNATIC,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,FNATIC,$$ (won),4,4
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,FNATIC,$$$ (won),12,8
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,Team Liquid,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,Team Liquid,Eco (won),6,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,Team Liquid,$ (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,Team Liquid,$$ (won),16,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,Team Liquid,$$$ (won),13,6
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,FNATIC,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,FNATIC,Eco (won),6,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,FNATIC,$ (won),1,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,FNATIC,$$ (won),8,7
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,All Maps,FNATIC,$$$ (won),23,17
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,Giants Gaming,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,Giants Gaming,Eco (won),4,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,Giants Gaming,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,Giants Gaming,$$ (won),7,4
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,Giants Gaming,$$$ (won),12,8
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,BBL Esports,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,BBL Esports,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,BBL Esports,$ (won),2,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,BBL Esports,$$ (won),12,6
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,BBL Esports,$$$ (won),6,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,Giants Gaming,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,Giants Gaming,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,Giants Gaming,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,Giants Gaming,$$ (won),3,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,Giants Gaming,$$$ (won),10,9
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,BBL Esports,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,BBL Esports,Eco (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,BBL Esports,$ (won),2,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,BBL Esports,$$ (won),12,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,BBL Esports,$$$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,Giants Gaming,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,Giants Gaming,Eco (won),7,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,Giants Gaming,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,Giants Gaming,$$ (won),10,7
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,Giants Gaming,$$$ (won),22,17
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,BBL Esports,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,BBL Esports,Eco (won),5,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,BBL Esports,$ (won),4,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,BBL Esports,$$ (won),24,8
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,All Maps,BBL Esports,$$$ (won),6,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Team Vitality,Pistol Won,,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Team Vitality,Eco (won),2,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Team Vitality,$ (won),0,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Team Vitality,$$ (won),3,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Team Vitality,$$$ (won),10,9
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Karmine Corp,Pistol Won,,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Karmine Corp,Eco (won),3,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Karmine Corp,$ (won),3,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Karmine Corp,$$ (won),4,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Karmine Corp,$$$ (won),5,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Team Vitality,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Team Vitality,Eco (won),2,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Team Vitality,$ (won),2,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Team Vitality,$$ (won),4,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Team Vitality,$$$ (won),11,9
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Karmine Corp,Pistol Won,,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Karmine Corp,Eco (won),3,1
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Karmine Corp,$ (won),1,0
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Karmine Corp,$$ (won),5,2
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Karmine Corp,$$$ (won),10,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,All Maps,Team Vitality,Pistol Won,,3
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,All Maps,Team Vitality,Eco (won),4,3
